Date,S22,S21,S20,S19,S18,S17,S16,S15
2010-09-13,0.358,0.368,0.298,0.318,0.278,0.278,0.298,0.218
2010-09-14,0.328,0.348,0.268,0.298,0.268,0.278,0.288,0.208
2010-09-15,0.318,0.338,0.258,0.298,0.268,0.278,0.298,0.228
2010-09-16,0.368,0.368,0.288,0.318,0.288,0.298,0.318,0.228
2010-09-17,0.348,0.368,0.308,0.348,0.328,0.358,0.378,0.268
2010-09-18,0.338,0.348,0.288,0.338,0.318,0.358,0.368,0.258
2010-09-19,0.338,0.338,0.268,0.318,0.298,0.338,0.358,0.248
2010-09-20,0.328,0.338,0.258,0.298,0.288,0.328,0.338,0.238
2010-09-21,0.328,0.318,0.248,0.288,0.278,0.318,0.328,0.228
2010-09-22,0.338,0.318,0.238,0.278,0.258,0.308,0.318,0.218
2010-09-23,0.338,0.318,0.238,0.268,0.258,0.298,0.318,0.218
2010-09-24,0.358,0.338,0.258,0.278,0.258,0.308,0.318,0.218
2010-09-25,0.358,0.338,0.258,0.278,0.258,0.298,0.318,0.218
2010-09-26,0.348,0.338,0.258,0.278,0.258,0.298,0.308,0.208
2010-09-27,0.348,0.338,0.258,0.278,0.258,0.288,0.298,0.198
2010-09-28,0.348,0.338,0.258,0.278,0.258,0.288,0.298,0.198
2010-09-29,0.438,0.438,0.358,0.388,0.358,0.368,0.388,0.308
2010-09-30,0.438,0.448,0.428,0.458,0.418,0.418,0.408,0.288
2010-10-01,0.358,0.418,0.388,0.428,0.388,0.398,0.398,0.278
2010-10-02,0.348,0.388,0.358,0.408,0.368,0.378,0.378,0.278
2010-10-03,0.348,0.368,0.338,0.378,0.348,0.368,0.368,0.268
2010-10-04,0.348,0.358,0.308,0.358,0.328,0.358,0.368,0.258
2010-10-05,0.348,0.348,0.278,0.328,0.308,0.348,0.358,0.248
2010-10-06,0.378,0.348,0.258,0.308,0.288,0.338,0.338,0.238
2010-10-07,0.388,0.348,0.258,0.288,0.268,0.328,0.328,0.228
2010-10-08,0.388,0.348,0.258,0.238,0.248,0.308,0.318,0.218
2010-10-09,0.378,0.348,0.258,0.238,0.248,0.298,0.308,0.218
2010-10-10,0.368,0.338,0.268,0.238,0.258,0.298,0.298,0.208
2010-10-11,0.358,0.338,0.258,0.238,0.258,0.288,0.298,0.208
2010-10-12,0.348,0.338,0.248,0.238,0.248,0.278,0.288,0.208
2010-10-13,0.358,0.338,0.258,0.248,0.258,0.288,0.298,0.218
2010-10-14,0.338,0.348,0.258,0.238,0.248,0.298,0.298,0.218
2010-10-15,0.328,0.328,0.248,0.228,0.248,0.288,0.298,0.218
2010-10-16,0.318,0.318,0.228,0.218,0.228,0.288,0.288,0.208
2010-10-17,0.308,0.308,0.218,0.208,0.218,0.278,0.288,0.198
2010-10-18,0.328,0.308,0.208,0.198,0.208,0.268,0.278,0.188
2010-10-19,0.328,0.308,0.208,0.198,0.198,0.268,0.268,0.178
2010-10-20,0.328,0.318,0.208,0.188,0.198,0.258,0.268,0.178
2010-10-21,0.328,0.318,0.208,0.188,0.208,0.268,0.278,0.188
2010-10-22,0.318,0.318,0.198,0.178,0.198,0.258,0.268,0.178
2010-10-23,0.318,0.308,0.188,0.168,0.198,0.248,0.268,0.178
2010-10-24,0.308,0.308,0.178,0.168,0.188,0.248,0.268,0.178
2010-10-25,0.298,0.298,0.178,0.168,0.188,0.238,0.258,0.168
2010-10-26,0.288,0.298,0.178,0.158,0.178,0.238,0.248,0.168
2010-10-27,0.278,0.288,0.178,0.158,0.178,0.238,0.248,0.158
2010-10-28,0.258,0.288,0.158,0.148,0.168,0.228,0.248,0.158
2010-10-29,0.258,0.288,0.158,0.148,0.158,0.228,0.238,0.148
2010-10-30,0.288,0.298,0.178,0.158,0.148,0.218,0.228,0.138
2010-10-31,0.278,0.298,0.168,0.148,0.148,0.218,0.228,0.138
2010-11-01,0.278,0.298,0.188,0.178,0.148,0.218,0.228,0.158
2010-11-02,0.268,0.288,0.178,0.178,0.138,0.218,0.228,0.148
2010-11-03,0.298,0.308,0.188,0.178,0.148,0.218,0.228,0.148
2010-11-04,0.318,0.318,0.228,0.218,0.188,0.248,0.268,0.188
2010-11-05,0.328,0.318,0.218,0.208,0.198,0.258,0.258,0.168
2010-11-06,0.318,0.318,0.188,0.188,0.178,0.248,0.258,0.168
2010-11-07,0.308,0.318,0.168,0.178,0.138,0.248,0.248,0.168
2010-11-08,0.308,0.308,0.158,0.168,0.128,0.238,0.248,0.158
2010-11-09,0.308,0.308,0.158,0.158,0.128,0.228,0.238,0.158
2010-11-10,0.308,0.298,0.168,0.158,0.148,0.228,0.238,0.148
2010-11-11,0.298,0.298,0.178,0.148,0.148,0.218,0.228,0.138
2010-11-12,0.288,0.288,0.158,0.148,0.138,0.218,0.228,0.138
2010-11-13,0.278,0.288,0.158,0.138,0.138,0.208,0.218,0.128
2010-11-14,0.268,0.278,0.158,0.138,0.138,0.208,0.208,0.128
2010-11-15,0.278,0.268,0.168,0.128,0.148,0.198,0.208,0.118
2010-11-16,0.288,0.268,0.178,0.128,0.158,0.198,0.198,0.118
2010-11-17,0.278,0.258,0.178,0.138,0.168,0.198,0.198,0.108
2010-11-18,0.268,0.258,0.178,0.158,0.178,0.198,0.198,0.118
2010-11-19,0.258,0.268,0.168,0.158,0.168,0.188,0.198,0.108
2010-11-20,0.258,0.258,0.158,0.148,0.148,0.178,0.188,0.108
2010-11-21,0.248,0.258,0.148,0.138,0.138,0.178,0.188,0.108
2010-11-22,0.238,0.248,0.138,0.138,0.138,0.168,0.178,0.098
2010-11-23,0.228,0.248,0.128,0.128,0.128,0.168,0.178,0.098
2010-11-24,0.228,0.248,0.128,0.118,0.118,0.168,0.178,0.088
2010-11-25,0.228,0.248,0.128,0.108,0.118,0.158,0.168,0.088
2010-11-26,0.218,0.248,0.138,0.108,0.118,0.158,0.168,0.088
2010-11-27,0.218,0.238,0.138,0.108,0.128,0.158,0.168,0.078
2010-11-28,0.218,0.238,0.128,0.098,0.118,0.158,0.158,0.078
2010-11-29,0.208,0.238,0.128,0.098,0.118,0.148,0.158,0.078
2010-11-30,0.208,0.238,0.128,0.098,0.118,0.148,0.158,0.068
2010-12-01,0.198,0.228,0.128,0.098,0.108,0.148,0.148,0.068
2010-12-02,0.198,0.228,0.098,0.088,0.058,0.148,0.148,0.068
2010-12-03,0.188,0.218,0.078,0.088,0.048,0.138,0.138,0.058
2010-12-04,0.178,0.218,0.078,0.078,0.048,0.138,0.138,0.058
2010-12-05,0.178,0.208,0.088,0.078,0.058,0.128,0.138,0.048
2010-12-06,0.168,0.208,0.088,0.078,0.058,0.128,0.128,0.048
2010-12-07,0.168,0.198,0.068,0.068,0.038,0.128,0.128,0.048
2010-12-08,0.158,0.198,0.068,0.068,0.038,0.118,0.118,0.038
2010-12-09,0.158,0.198,0.068,0.058,0.038,0.118,0.118,0.038
2010-12-10,0.158,0.198,0.058,0.058,0.028,0.118,0.118,0.038
2010-12-11,0.158,0.188,0.068,0.058,0.048,0.118,0.118,0.038
2010-12-12,0.158,0.188,0.078,0.058,0.058,0.108,0.118,0.038
2010-12-13,0.138,0.188,0.078,0.048,0.058,0.108,0.108,0.028
2010-12-14,0.128,0.178,0.058,0.048,0.038,0.108,0.108,0.028
2010-12-15,0.128,0.178,0.048,0.038,0.028,0.098,0.098,0.028
2010-12-16,0.128,0.178,0.058,0.038,0.028,0.098,0.098,0.028
2010-12-17,0.128,0.168,0.058,0.038,0.038,0.088,0.098,0.028
2010-12-18,0.118,0.168,0.068,0.038,0.048,0.098,0.098,0.028
2010-12-19,0.138,0.178,0.078,0.058,0.058,0.098,0.108,0.028
2010-12-20,0.128,0.178,0.068,0.048,0.048,0.098,0.098,0.028
2010-12-21,0.118,0.178,0.068,0.048,0.038,0.088,0.098,0.028
2010-12-22,0.108,0.168,0.058,0.038,0.028,0.088,0.098,0.018
2010-12-23,0.098,0.168,0.058,0.038,0.028,0.088,0.088,0.018
2010-12-24,0.108,0.168,0.048,0.038,0.018,0.088,0.088,0.018
2010-12-25,0.108,0.168,0.058,0.038,0.028,0.078,0.088,0.008
2010-12-26,0.118,0.168,0.068,0.038,0.028,0.088,0.088,0.018
2010-12-27,0.108,0.158,0.058,0.038,0.028,0.088,0.088,0.008
2010-12-28,0.098,0.158,0.048,0.028,0.008,0.078,0.088,0.008
2010-12-29,0.088,0.158,0.038,0.028,0.008,0.078,0.078,0.008
2010-12-30,0.088,0.158,0.048,0.028,0.008,0.068,0.078,0.008
2010-12-31,0.098,0.158,0.048,0.028,0.018,0.068,0.078,0.008
2011-01-01,0.098,0.158,0.058,0.028,0.028,0.058,0.078,-0.002
2011-01-02,0.078,0.148,0.058,0.028,0.028,0.058,0.068,-0.002
2011-01-03,0.068,0.148,0.048,0.018,0.018,0.058,0.068,-0.002
2011-01-04,0.068,0.148,0.048,0.018,0.008,0.058,0.068,-0.012
2011-01-05,0.068,0.148,0.048,0.018,0.008,0.058,0.068,-0.012
2011-01-06,0.068,0.148,0.048,0.018,0.018,0.058,0.058,-0.012
2011-01-07,0.078,0.148,0.058,0.018,0.018,0.058,0.058,-0.012
2011-01-08,0.078,0.148,0.058,0.018,0.028,0.058,0.058,-0.012
2011-01-09,0.068,0.138,0.058,0.018,0.018,0.058,0.058,-0.022
2011-01-10,0.068,0.138,0.048,0.018,0.018,0.048,0.048,-0.022
2011-01-11,0.058,0.138,0.048,0.018,0.008,0.048,0.048,-0.022
2011-01-12,0.048,0.138,0.028,0.008,-0.032,0.048,0.048,-0.022
2011-01-13,0.048,0.138,-0.002,-0.002,-0.052,0.048,0.048,-0.032
2011-01-14,0.048,0.138,-0.002,-0.002,-0.052,0.048,0.038,-0.032
2011-01-15,0.038,0.138,-0.002,-0.002,-0.052,0.038,0.038,-0.032
2011-01-16,0.048,0.128,-0.002,-0.002,-0.042,0.038,0.038,-0.042
2011-01-17,0.108,0.158,0.058,0.068,0.018,0.078,0.128,0.108
2011-01-18,0.138,0.178,0.108,0.118,0.078,0.138,0.148,0.088
2011-01-19,0.148,0.188,0.118,0.108,0.088,0.138,0.138,0.058
2011-01-20,0.158,0.198,0.108,0.098,0.088,0.128,0.138,0.048
2011-01-21,0.158,0.198,0.118,0.098,0.088,0.128,0.138,0.048
2011-01-22,0.158,0.208,0.108,0.088,0.088,0.128,0.138,0.048
2011-01-23,0.148,0.198,0.088,0.078,0.058,0.128,0.128,0.048
2011-01-24,0.138,0.198,0.078,0.068,0.058,0.118,0.128,0.038
2011-01-25,0.128,0.188,0.078,0.058,0.058,0.118,0.128,0.038
2011-01-26,0.128,0.198,0.098,0.088,0.068,0.138,0.148,0.058
2011-01-27,0.108,0.188,0.078,0.078,0.048,0.138,0.138,0.048
2011-01-28,0.098,0.188,0.058,0.068,0.028,0.138,0.138,0.048
2011-01-29,0.098,0.178,0.058,0.068,0.028,0.128,0.128,0.038
2011-01-30,0.088,0.178,0.048,0.058,0.028,0.128,0.128,0.038
2011-01-31,0.078,0.178,0.048,0.058,0.018,0.118,0.128,0.038
2011-02-01,0.088,0.178,0.048,0.048,0.028,0.118,0.118,0.028
2011-02-02,0.078,0.178,0.058,0.048,0.028,0.108,0.118,0.028
2011-02-03,0.078,0.168,0.048,0.048,0.028,0.118,0.118,0.028
2011-02-04,0.078,0.168,0.048,0.048,0.028,0.108,0.108,0.028
2011-02-05,0.068,0.168,0.058,0.038,0.028,0.098,0.108,0.018
2011-02-06,0.068,0.158,0.058,0.038,0.028,0.098,0.108,0.018
2011-02-07,0.068,0.158,0.058,0.038,0.028,0.098,0.098,0.018
2011-02-08,0.048,0.158,0.048,0.028,0.008,0.098,0.098,0.008
2011-02-09,0.048,0.158,0.038,0.028,0.008,0.088,0.088,0.008
2011-02-10,0.048,0.158,0.038,0.028,-0.002,0.088,0.088,0.008
2011-02-11,0.048,0.158,0.028,0.028,-0.002,0.088,0.088,0.008
2011-02-12,0.048,0.158,0.008,0.018,-0.032,0.088,0.088,0.008
2011-02-13,0.048,0.158,0.008,0.018,-0.042,0.088,0.088,0.008
2011-02-14,0.048,0.158,0.008,0.018,-0.032,0.078,0.078,-0.002
2011-02-15,0.038,0.148,-0.002,0.018,-0.042,0.068,0.078,-0.002
2011-02-16,0.038,0.148,-0.002,0.008,-0.032,0.068,0.068,-0.012
2011-02-17,0.048,0.148,0.008,0.008,-0.022,0.068,0.068,-0.012
2011-02-18,0.048,0.138,0.008,0.008,-0.012,0.058,0.068,-0.012
2011-02-19,0.048,0.138,0.018,0.008,-0.022,0.058,0.058,-0.022
2011-02-20,0.048,0.138,0.008,0.008,-0.022,0.058,0.058,-0.022
2011-02-21,0.048,0.138,0.018,-0.002,-0.002,0.048,0.048,-0.022
2011-02-22,0.048,0.138,0.028,-0.002,-0.002,0.048,0.048,-0.032
2011-02-23,0.038,0.128,0.018,-0.002,-0.012,0.048,0.048,-0.032
2011-02-24,0.038,0.128,0.018,-0.012,-0.022,0.048,0.038,-0.042
2011-02-25,0.038,0.128,0.018,-0.012,-0.012,0.038,0.038,-0.042
2011-02-26,0.028,0.118,0.008,-0.012,-0.022,0.038,0.028,-0.052
2011-02-27,0.028,0.118,0.008,-0.022,-0.022,0.028,0.028,-0.052
2011-02-28,0.018,0.118,0.008,-0.022,-0.032,0.028,0.028,-0.052
2011-03-01,0.008,0.108,0.008,-0.032,-0.032,0.028,0.018,-0.062
2011-03-02,0.008,0.108,-0.012,-0.042,-0.032,0.028,0.018,-0.062
2011-03-03,0.028,0.098,-0.032,-0.052,-0.042,0.008,0.008,-0.072
2011-03-04,0.038,0.098,-0.042,-0.052,-0.042,0.008,0.008,-0.072
2011-03-05,0.038,0.088,-0.042,-0.062,-0.052,-0.002,-0.002,-0.082
2011-03-06,0.028,0.088,-0.032,-0.062,-0.052,-0.002,-0.002,-0.082
2011-03-07,0.018,0.078,-0.032,-0.072,-0.052,-0.002,-0.012,-0.092
2011-03-08,0.028,0.078,-0.032,-0.082,-0.032,-0.012,-0.012,-0.092
2011-03-09,0.028,0.078,-0.032,-0.082,-0.032,-0.012,-0.022,-0.102
2011-03-10,0.028,0.078,-0.032,-0.082,-0.042,-0.012,-0.012,-0.092
2011-03-11,0.018,0.078,-0.042,-0.072,-0.052,-0.012,-0.012,-0.082
2011-03-12,0.018,0.078,-0.052,-0.082,-0.062,-0.012,-0.022,-0.092
2011-03-13,0.018,0.068,-0.052,-0.092,-0.072,-0.012,-0.022,-0.102
2011-03-14,0.008,0.068,-0.062,-0.102,-0.072,-0.022,-0.032,-0.102
2011-03-15,0.008,0.058,-0.072,-0.112,-0.072,-0.032,-0.032,-0.112
2011-03-16,-0.002,0.048,-0.072,-0.122,-0.082,-0.032,-0.042,-0.122
2011-03-17,-0.012,0.038,-0.082,-0.132,-0.082,-0.032,-0.042,-0.122
2011-03-18,-0.012,0.028,-0.092,-0.142,-0.092,-0.042,-0.052,-0.132
2011-03-19,-0.012,0.028,-0.102,-0.152,-0.092,-0.042,-0.052,-0.132
2011-03-20,-0.012,0.018,-0.102,-0.172,-0.092,-0.052,-0.062,-0.142
2011-03-21,0.008,0.028,-0.112,-0.172,-0.092,-0.052,-0.062,-0.152
2011-03-22,-0.012,0.018,-0.112,-0.182,-0.102,-0.062,-0.072,-0.152
2011-03-23,-0.022,0.008,-0.122,-0.192,-0.102,-0.062,-0.072,-0.162
2011-03-24,-0.032,-0.002,-0.122,-0.202,-0.102,-0.072,-0.082,-0.172
2011-03-25,-0.042,-0.002,-0.122,-0.212,-0.092,-0.072,-0.082,-0.172
2011-03-26,-0.042,-0.012,-0.122,-0.222,-0.092,-0.082,-0.092,-0.182
2011-03-27,-0.042,-0.012,-0.122,-0.232,-0.082,-0.082,-0.102,-0.192
2011-03-28,-0.042,-0.022,-0.132,-0.242,-0.082,-0.082,-0.102,-0.192
2011-03-29,0.048,0.048,-0.012,-0.052,-0.032,-0.032,-0.042,-0.122
2011-03-30,0.028,0.038,-0.022,-0.062,-0.032,-0.042,-0.052,-0.132
2011-03-31,0.008,0.038,-0.022,-0.072,-0.042,-0.042,-0.052,-0.142
2011-04-01,0.018,0.038,-0.012,-0.072,-0.032,-0.042,-0.062,-0.152
2011-04-02,-0.002,0.028,-0.032,-0.082,-0.032,-0.052,-0.062,-0.162
2011-04-03,-0.012,0.018,-0.052,-0.092,-0.052,-0.052,-0.072,-0.172
2011-04-04,-0.022,0.018,-0.052,-0.112,-0.052,-0.062,-0.082,-0.172
2011-04-05,-0.032,0.008,-0.062,-0.122,-0.062,-0.072,-0.082,-0.172
2011-04-06,-0.042,-0.002,-0.082,-0.132,-0.072,-0.072,-0.082,-0.172
2011-04-07,-0.042,-0.002,-0.092,-0.142,-0.082,-0.072,-0.092,-0.182
2011-04-08,-0.042,-0.012,-0.092,-0.162,-0.082,-0.082,-0.092,-0.192
2011-04-09,-0.052,-0.012,-0.112,-0.182,-0.092,-0.082,-0.102,-0.192
2011-04-10,-0.052,-0.022,-0.122,-0.192,-0.092,-0.092,-0.112,-0.202
2011-04-11,-0.052,-0.022,-0.122,-0.212,-0.082,-0.092,-0.112,-0.212
2011-04-12,-0.052,-0.022,-0.122,-0.222,-0.072,-0.102,-0.122,-0.222
2011-04-13,-0.042,-0.022,-0.122,-0.242,-0.072,-0.102,-0.132,-0.232
2011-04-14,-0.042,-0.022,-0.122,-0.252,-0.072,-0.112,-0.132,-0.232
2011-04-15,-0.042,-0.022,-0.132,-0.272,-0.062,-0.122,-0.142,-0.242
2011-04-16,-0.042,-0.032,-0.132,-0.252,-0.052,-0.122,-0.152,-0.252
2011-04-17,-0.042,-0.032,-0.132,-0.262,-0.052,-0.132,-0.162,-0.262
2011-04-18,-0.042,-0.032,-0.152,-0.282,-0.052,-0.132,-0.162,-0.262
2011-04-19,-0.052,-0.032,-0.162,-0.292,-0.062,-0.142,-0.172,-0.272
2011-04-20,-0.062,-0.032,-0.172,-0.312,-0.072,-0.152,-0.182,-0.282
2011-04-21,-0.072,-0.032,-0.192,-0.332,-0.092,-0.152,-0.182,-0.282
2011-04-22,-0.082,-0.032,-0.212,-0.342,-0.102,-0.162,-0.192,-0.292
2011-04-23,-0.092,-0.032,-0.222,-0.352,-0.102,-0.162,-0.202,-0.292
2011-04-24,-0.092,-0.032,-0.232,-0.362,-0.102,-0.172,-0.212,-0.302
2011-04-25,-0.102,-0.032,-0.232,-0.302,-0.102,-0.182,-0.222,-0.312
2011-04-26,-0.102,-0.032,-0.232,-0.322,-0.092,-0.192,-0.222,-0.322
2011-04-27,-0.112,-0.032,-0.222,-0.342,-0.082,-0.192,-0.232,-0.332
2011-04-28,-0.112,-0.032,-0.232,-0.362,-0.082,-0.202,-0.242,-0.342
2011-04-29,-0.122,-0.032,-0.232,-0.382,-0.092,-0.212,-0.252,-0.352
2011-04-30,-0.092,-0.032,-0.162,-0.372,-0.092,-0.212,-0.262,-0.342
2011-05-01,-0.082,-0.032,-0.172,-0.372,-0.102,-0.222,-0.262,-0.352
2011-05-02,-0.082,-0.032,-0.182,-0.382,-0.102,-0.222,-0.272,-0.362
2011-05-03,-0.092,-0.032,-0.202,-0.402,-0.122,-0.232,-0.282,-0.372
2011-05-04,-0.102,-0.032,-0.212,-0.422,-0.122,-0.242,-0.292,-0.382
2011-05-05,-0.122,-0.042,-0.222,-0.432,-0.122,-0.252,-0.302,-0.382
2011-05-06,-0.122,-0.042,-0.232,-0.442,-0.122,-0.252,-0.312,-0.402
2011-05-07,-0.122,-0.042,-0.232,-0.452,-0.122,-0.262,-0.312,-0.402
2011-05-08,-0.112,-0.042,-0.232,-0.452,-0.112,-0.272,-0.322,-0.402
2011-05-09,-0.112,-0.042,-0.212,-0.342,-0.092,-0.252,-0.292,-0.402
2011-05-10,-0.112,-0.042,-0.232,-0.382,-0.092,-0.252,-0.302,-0.422
2011-05-11,-0.112,-0.042,-0.242,-0.412,-0.092,-0.262,-0.312,-0.432
2011-05-12,-0.102,-0.042,-0.252,-0.442,-0.102,-0.262,-0.322,-0.422
2011-05-13,-0.092,-0.052,-0.052,-0.372,-0.092,-0.262,-0.312,-0.412
2011-05-14,-0.072,-0.052,-0.052,-0.392,-0.082,-0.272,-0.322,-0.422
2011-05-15,-0.042,-0.042,-0.032,-0.242,-0.042,-0.272,-0.312,-0.402
2011-05-16,-0.032,-0.042,-0.032,-0.252,-0.032,-0.272,-0.312,-0.392
2011-05-17,-0.022,-0.042,-0.042,-0.282,-0.032,-0.282,-0.322,-0.402
2011-05-18,-0.032,-0.042,-0.062,-0.302,-0.032,-0.292,-0.332,-0.402
2011-05-19,-0.032,-0.042,-0.092,-0.322,-0.042,-0.302,-0.342,-0.412
2011-05-20,-0.042,-0.042,-0.112,-0.322,-0.052,-0.312,-0.352,-0.412
2011-05-21,-0.052,-0.042,-0.132,-0.312,-0.062,-0.322,-0.352,-0.412
2011-05-22,-0.062,-0.042,-0.152,-0.312,-0.072,-0.332,-0.362,-0.402
2011-05-23,-0.072,-0.042,-0.172,-0.312,-0.072,-0.342,-0.372,-0.402
2011-05-24,-0.082,-0.042,-0.182,-0.302,-0.082,-0.352,-0.382,-0.392
2011-05-25,-0.092,-0.042,-0.192,-0.302,-0.082,-0.372,-0.392,-0.392
2011-05-26,-0.092,-0.052,-0.142,-0.252,-0.072,-0.372,-0.402,-0.372
2011-05-27,-0.102,-0.052,-0.142,-0.242,-0.072,-0.372,-0.402,-0.372
2011-05-28,-0.092,-0.052,-0.102,-0.222,-0.072,-0.382,-0.402,-0.362
2011-05-29,-0.092,-0.052,-0.102,-0.222,-0.072,-0.392,-0.402,-0.352
2011-05-30,-0.102,-0.042,-0.122,-0.242,-0.082,-0.402,-0.412,-0.342
2011-05-31,-0.092,-0.042,-0.132,-0.242,-0.092,-0.412,-0.422,-0.342
2011-06-01,-0.102,-0.042,-0.152,-0.252,-0.102,-0.412,-0.432,-0.352
2011-06-02,-0.122,-0.052,-0.162,-0.272,-0.112,-0.412,-0.442,-0.362
2011-06-03,-0.132,-0.052,-0.182,-0.292,-0.112,-0.422,-0.462,-0.372
2011-06-04,-0.122,-0.052,-0.192,-0.302,-0.112,-0.432,-0.472,-0.392
2011-06-05,-0.122,-0.042,-0.202,-0.312,-0.112,-0.432,-0.492,-0.402
2011-06-06,-0.132,-0.052,-0.202,-0.332,-0.112,-0.432,-0.502,-0.402
2011-06-07,-0.122,-0.052,-0.202,-0.342,-0.082,-0.442,-0.512,-0.422
2011-06-08,-0.112,-0.052,-0.212,-0.362,-0.082,-0.442,-0.522,-0.432
2011-06-09,-0.102,-0.052,-0.222,-0.372,-0.082,-0.442,-0.532,-0.432
2011-06-10,-0.092,-0.052,-0.232,-0.382,-0.082,-0.452,-0.542,-0.442
2011-06-11,-0.082,-0.052,-0.232,-0.392,-0.092,-0.452,-0.552,-0.432
2011-06-12,-0.022,-0.042,-0.212,-0.362,-0.062,-0.452,-0.552,-0.412
2011-06-13,-0.022,-0.042,-0.192,-0.342,-0.052,-0.452,-0.522,-0.242
2011-06-14,-0.032,-0.042,-0.202,-0.372,-0.052,-0.452,-0.542,-0.272
2011-06-15,-0.032,-0.042,-0.202,-0.382,-0.052,-0.452,-0.552,-0.302
2011-06-16,-0.032,-0.042,-0.062,-0.202,-0.022,-0.452,-0.562,-0.312
2011-06-17,-0.042,-0.042,-0.092,-0.242,-0.032,-0.462,-0.582,-0.322
2011-06-18,-0.042,-0.042,-0.112,-0.272,-0.032,-0.462,-0.592,-0.332
2011-06-19,-0.032,-0.042,-0.122,-0.282,-0.042,-0.462,-0.602,-0.332
2011-06-20,0.008,-0.042,-0.142,-0.282,-0.042,-0.462,-0.602,-0.322
2011-06-21,0.058,-0.042,-0.142,-0.242,-0.042,-0.432,-0.602,-0.312
2011-06-22,0.038,-0.042,-0.142,-0.232,-0.042,-0.442,-0.602,-0.312
2011-06-23,0.048,-0.042,-0.132,-0.232,-0.042,-0.442,-0.612,-0.312
2011-06-24,0.038,-0.042,-0.092,-0.222,-0.032,-0.442,-0.622,-0.302
2011-06-25,0.028,-0.042,-0.092,-0.212,-0.042,-0.442,-0.292,-0.132
2011-06-26,0.018,-0.042,-0.092,-0.132,-0.022,-0.442,-0.322,-0.152
2011-06-27,0.008,-0.042,-0.092,-0.102,-0.022,-0.442,-0.332,-0.152
2011-06-28,0.048,-0.012,-0.042,-0.042,-0.022,-0.442,-0.312,-0.112
2011-06-29,0.078,0.008,-0.022,-0.002,-0.012,-0.342,-0.292,-0.092
2011-06-30,0.118,0.078,0.048,0.038,-0.002,-0.322,-0.292,-0.112
2011-07-01,0.098,0.078,0.048,0.038,-0.002,-0.322,-0.272,-0.122
2011-07-02,0.088,0.078,0.048,0.038,-0.002,-0.302,-0.202,-0.122
2011-07-03,0.078,0.078,0.048,0.038,-0.002,-0.292,-0.142,-0.102
2011-07-04,0.078,0.068,0.038,0.038,-0.002,-0.282,-0.112,-0.092
2011-07-05,0.068,0.068,0.028,0.028,-0.012,-0.272,-0.112,-0.102
2011-07-06,0.148,0.108,0.058,0.048,0.008,-0.242,-0.092,-0.072
2011-07-07,0.178,0.168,0.128,0.118,0.078,-0.182,-0.022,0.018
2011-07-08,0.198,0.178,0.148,0.148,0.108,-0.062,-0.002,0.018
2011-07-09,0.188,0.178,0.148,0.148,0.108,-0.032,0.008,-0.002
2011-07-10,0.168,0.188,0.128,0.138,0.098,-0.012,0.018,-0.002
2011-07-11,0.148,0.178,0.118,0.128,0.088,0.028,0.038,0.008
2011-07-12,0.138,0.168,0.108,0.108,0.068,0.028,0.048,0.008
2011-07-13,0.128,0.168,0.098,0.088,0.068,0.028,0.048,-0.002
2011-07-14,0.118,0.158,0.088,0.078,0.058,0.028,0.048,-0.002
2011-07-15,0.118,0.148,0.078,0.078,0.058,0.038,0.048,-0.002
2011-07-16,0.118,0.148,0.078,0.068,0.068,0.068,0.078,0.028
2011-07-17,0.128,0.148,0.078,0.068,0.078,0.068,0.098,0.108
2011-07-18,0.128,0.158,0.118,0.118,0.118,0.088,0.108,0.088
2011-07-19,0.158,0.168,0.118,0.108,0.118,0.108,0.138,0.098
2011-07-20,0.158,0.168,0.118,0.108,0.118,0.118,0.138,0.108
2011-07-21,0.158,0.168,0.108,0.108,0.118,0.118,0.138,0.108
2011-07-22,0.148,0.168,0.108,0.098,0.108,0.118,0.148,0.128
2011-07-23,0.158,0.168,0.098,0.098,0.098,0.118,0.148,0.118
2011-07-24,0.148,0.168,0.078,0.088,0.088,0.118,0.148,0.098
2011-07-25,0.138,0.168,0.068,0.078,0.078,0.118,0.138,0.088
2011-07-26,0.138,0.168,0.078,0.068,0.078,0.108,0.138,0.078
2011-07-27,0.138,0.168,0.078,0.078,0.088,0.098,0.128,0.068
2011-07-28,0.138,0.168,0.078,0.068,0.088,0.098,0.128,0.058
2011-07-29,0.138,0.168,0.058,0.068,0.078,0.098,0.118,0.048
2011-07-30,0.128,0.158,0.048,0.058,0.068,0.088,0.108,0.038
2011-07-31,0.128,0.158,0.048,0.048,0.068,0.088,0.108,0.028
2011-08-01,0.128,0.148,0.058,0.038,0.068,0.088,0.108,0.038
2011-08-02,0.128,0.148,0.058,0.038,0.078,0.098,0.118,0.048
2011-08-03,0.128,0.138,0.058,0.038,0.088,0.098,0.118,0.048
2011-08-04,0.128,0.138,0.068,0.048,0.098,0.108,0.128,0.078
2011-08-05,0.118,0.138,0.058,0.058,0.098,0.098,0.128,0.068
2011-08-06,0.108,0.138,0.048,0.058,0.088,0.098,0.118,0.068
2011-08-07,0.148,0.138,0.068,0.078,0.088,0.108,0.138,0.088
2011-08-08,0.138,0.148,0.088,0.098,0.108,0.108,0.138,0.098
2011-08-09,0.158,0.158,0.088,0.098,0.098,0.118,0.138,0.088
2011-08-10,0.168,0.178,0.098,0.088,0.098,0.118,0.138,0.088
